"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","HOUSECOST","RENT","IDX2015","Q","2015-Q1",99.2748134323547,
"SVN","HOUSECOST","RENT","IDX2015","Q","2015-Q2",99.3559847108182,
"SVN","HOUSECOST","RENT","IDX2015","Q","2015-Q3",100.134190209916,
"SVN","HOUSECOST","RENT","IDX2015","Q","2015-Q4",101.235011646911,
"SVN","HOUSECOST","RENT","IDX2015","Q","2016-Q1",100.701843666759,
"SVN","HOUSECOST","RENT","IDX2015","Q","2016-Q2",101.248570081616,
"SVN","HOUSECOST","RENT","IDX2015","Q","2016-Q3",101.917466282069,
"SVN","HOUSECOST","RENT","IDX2015","Q","2016-Q4",102.615532809369,
"SVN","HOUSECOST","RENT","IDX2015","Q","2017-Q1",104.249718027136,
"SVN","HOUSECOST","RENT","IDX2015","Q","2017-Q2",105.714937227713,
"SVN","HOUSECOST","RENT","IDX2015","Q","2017-Q3",107.564436406389,
"SVN","HOUSECOST","RENT","IDX2015","Q","2017-Q4",110.324395344682,
"SVN","HOUSECOST","RENT","IDX2015","Q","2018-Q1",110.332260510118,
"SVN","HOUSECOST","RENT","IDX2015","Q","2018-Q2",113.027225170212,
"SVN","HOUSECOST","RENT","IDX2015","Q","2018-Q3",114.384628481543,
"SVN","HOUSECOST","RENT","IDX2015","Q","2018-Q4",116.766190087305,
"SVN","HOUSECOST","RENT","IDX2015","Q","2019-Q1",117.616648460781,
"SVN","HOUSECOST","RENT","IDX2015","Q","2019-Q2",118.454030100957,
"SVN","HOUSECOST","RENT","IDX2015","Q","2019-Q3",120.685048325475,
